#Author	Rating	Words
Reviewer C	3	low-budget find get tone fascinating romantic heart big-budget fast-moving unfortunately act small small tone fantasy low-budget full slow small will hero explosion fast-moving far event picaresque picaresque compelling unfortunately satirical picaresque know confused tv big-budget first sentimental suspenseful picaresque first high plot wacky dark lack romantic shocking romantic oddball tone still comical find imaginative romantic new romantic seen lack comical picaresque far point unfortunately called wacky lack second-rate wacky uneven fantasy small fast-moving cruise hero satirical picaresque satirical wacky picaresque tone low-budget feature romantic lack wacky fantasy suspenseful feature comical fast-moving new style sentimental low-budget emotion far picaresque style imaginative act joke fantasy funny fantasy expect day-lewis satirical lack low-budget new dramatic third-rate uneven plot comical funny tone satirical fast-moving hero picaresque will funny sentimental feature low-budget oddball low-budget fantasy picaresque picaresque senseless romantic unfortunately close oddball fantasy wacky distasteful shocking fantasy senseless present boring get picaresque wacky serious intriguing uneven big-budget fascinating confused wacky hero low-budget imaginative oddball slow imaginative boring just seems close matter unfortunately original wasn serious aren silly oddball fantasy emotion wacky expect imaginative fantasy static tone third-rate wacky low-budget oddball james oddball fast-moving fantasy day-lewis serious tender hero dead silly day-lewis funny oddball slow hilarious low-budget senseless tired sentimental wacky james sentimental serious lack wacky low-budget shyamalan wacky serious oddball picaresque oddball just present suspenseful sentimental fantasy got emotion tone comical got act fantasy juvenile really hilarious big-budget serious close satirical seem senseless present romantic high insightful heart-pounding feature sentimental fantasy wasn confused fantasy comical fantasy dramatic insightful seem series romantic comical act
Reviewer C	8	called uproarious bloody bloody comical clever disappointing romantic biopic tone seem intriguing uproarious challenge third-rate written clever static absorbing cliche love sensitive insightful intriguing powerful ordinary low-budget close sentimental charismatic enjoyable clever silly charming mean shot juvenile tv heart-pounding called present dramatic fascinating keep role charming second-rate insightful powerful predictable original brutal bloody imaginative senseless charming enjoyable low-budget uneven tender close whole intriguing clever comical senseless sentimental boring james genre violent hard slapstick tender confused hilarious joke single explosion shot comical compelling comical tender cliche powerful stunning bloody juvenile intriguing second-rate fascinating present full matter stunning fantasy hilarious sensitive tired legendary aren original original outdated juvenile single keep charming first-rate tender fascinating hilarious charming small pleasant picaresque second-rate absorbing ve overcome uninteresting murphy predictable hilarious disappointing absorbing enjoyable clever ve powerful uproarious legendary will insightful mean absorbing legendary series music compelling tender bloody funny cliche just small original imaginative brutal tender fascinating joke low-budget powerful intriguing clever tired cliche violent violent richard first-rate cliche enjoyable predictable charismatic outdated pleasant original cliche powerful imaginative powerful uproarious third-rate sensitive absorbing intriguing powerful second-rate third-rate big-budget ve sensitive tender satirical stupid second-rate slapstick uneven low-budget fascinating full will insightful insightful stupid hilarious called pleasant called disgusting present dramatic stunning charming clever shot first important uneven fantasy powerful romantic static compelling legendary tender locations legendary charming enjoyable uproarious uproarious original pleasant third-rate bloody heart-pounding second-rate ve compelling fascinating disgusting original won imaginative second-rate bland uneven get tender boring intriguing
Reviewer A	0	brutal confused will close violent senseless eye dramatic brutal lot bloody brutal moronic static cliche challenge violent disappointing ve violence scary cliche weak brutal third-rate second-rate outdated static disappointing challenge violent imaginative close matter senseless sensitive fascinating le silly second-rate second-rate eye bloody violent silly eye stupid overcome bloody emotion brutal event bloody uninteresting disgusting biopic predictable brutal disgusting ordinary brutal eye distasteful stupid cruise predictable will juvenile distasteful trite brutal predictable outdated silly performance second-rate biopic brutal close dramatic second-rate brutal brutal disappointing bland dreadful find bland biopic called dramatic violent fast predictable cliche predictable bland static static tv second-rate unfortunately predictable bloody second-rate disappointing moronic bloody predictable third-rate bloody present will violent disappointing second-rate dramatic third-rate third-rate will disappointing outdated moronic distasteful ordinary boring ve disgusting absorbing energy richard bloody outdated juvenile small disappointing get brutal tv stupid cruise ordinary silly fast-moving third-rate uninteresting close brutal second-rate disappointing hero
Reviewer C	9	violent called fascinating fantasy charismatic disappointing intriguing clever uneven static richard absorbing charismatic will else fascinating tender fantasy act explosion absorbing absorbing funny murphy clever music legendary stupid slapstick powerful satirical second-rate absorbing fascinating pleasant pleasant charismatic tv dramatic oddball legendary joke comical hilarious around uproarious visuals pleasant low-budget oddball tender fascinating pleasant stupid comical sentimental charismatic intriguing riveting legendary cliche feature charismatic original bland charismatic full get fascinating present powerful legendary fascinating dramatic enjoyable powerful stunning clever intriguing compelling first heart-pounding tender tv question legendary uproarious legendary get comical low-budget third-rate senseless compelling intriguing insightful outdated stupid fast-moving intriguing first tender satirical satirical senseless emotion legendary enjoyable charming fast pleasant shot suspenseful powerful get fascinating absorbing stunning riveting legendary clever sensitive wacky charming just comical get scary disappointing intriguing charismatic interest called fantasy lead present legendary shot first intriguing life wacky charismatic overcome intriguing joke powerful pleasant charismatic seem life fast-moving absorbing dramatic compelling overcome tender intriguing clever original get uproarious first-rate original powerful tender first dramatic charismatic enjoyable far original legendary outdated charismatic cliche powerful mean sensitive powerful insightful full feature moving legendary powerful slapstick clever uneven dialogue insightful second-rate uproarious absorbing intriguing fascinating full uneven uproarious hero boring music uproarious find first-rate pleasant intriguing clever intriguing intriguing confused compelling tender will dramatic small intriguing charismatic uproarious fascinating lead fascinating suspenseful charismatic hilarious clever charming clever insightful tender powerful uproarious dramatic comical powerful distasteful powerful oddball called pleasant absorbing charismatic riveting legendary comical got slow uninteresting original fast-moving present charming powerful first-rate big-budget unpretentious emotional outdated genre stunning get richard powerful uproarious first-rate tender boring dramatic cliche clever shocking predictable tv full insightful legendary intriguing sentimental second-rate present powerful final present intriguing riveting fast-moving clever legendary cliche imaginative powerful enjoyable murphy sentimental else pleasant compelling original enjoyable uproarious clever seem act legendary hilarious suspenseful clever disappointing stupid charismatic far wacky charismatic charismatic legendary riveting present
Reviewer A	8	big-budget absorbing expect fascinating enjoyable imaginative legendary will always imaginative clever oddball sentimental absorbing first fascinating sensitive powerful enjoyable shot james clever stunning dramatic uproarious comical powerful second-rate tone insightful second-rate sensitive nudity intriguing far still sensitive ve sensitive moving picaresque original isn just shot far dramatic hilarious charismatic powerful picaresque suspenseful love fast-moving first hilarious tender fascinating hilarious imaginative uneven picaresque absorbing seen tender romantic intriguing will tired legendary fast-moving mean fantasy tired fascinating slow insightful wacky know expect senseless slapstick oddball nearly romantic personal imaginative disappointing fascinating dramatic satirical uproarious life original first-rate event second-rate dramatic comical tender senseless fascinating pleasant hilarious genre wacky love small hilarious low-budget get will uproarious wacky new wacky fast-moving satirical charming enjoyable feature comical cliche clever tender important low-budget get sensitive boring scary far will pleasant fascinating picaresque charismatic uneven fascinating fast-moving fast-moving wasn cliche riveting intriguing legendary wasn fascinating explosion lack unfortunately intriguing insightful ordinary low-budget oddball big-budget funny dark imaginative slow slow compelling juvenile life picaresque comical hero charismatic clever feature fast-moving james cliche imaginative fast-moving dramatic will fascinating emotion disappointing shyamalan enjoyable comical charismatic intriguing absorbing sensitive high legendary far legendary legendary enjoyable insightful low-budget uproarious charming heart dramatic tone dreadful intriguing expect big-budget tender sentimental enjoyable event uninteresting shocking
Reviewer C	1	people small picaresque predictable moronic oddball disappointing bland juvenile satirical romantic sentimental disappointing tired bloody interaction wacky predictable called fast-moving disappointing close disgusting uninteresting bloody predictable slow oddball second-rate close emotion uninteresting outdated small bland tired silly senseless weak people uninteresting romantic senseless low-budget uninteresting tv bland tone trite matter fantasy violent violent bloody senseless funny distasteful fantasy third-rate trite aren predictable mystery third-rate bland disappointing will outdated picaresque brutal romantic bloody confused bloody fantasy uneven predictable far unfortunately ordinary uninteresting violent stupid low-budget disappointing james bland ve overcome outdated lot bland charismatic mystery slow predictable static boring predictable silly unfortunately senseless moronic fast-moving tired stupid present tender cliche uneven juvenile wacky plot bloody full ordinary violent boring emotion juvenile suspenseful third-rate dreadful fast stupid bland feature violent distasteful picaresque ordinary biopic confused mystery static richard bloody tv challenge weak juvenile tired fantasy sentimental weak imaginative weak romantic static juvenile uproarious silly brutal second-rate uneven satire violent brutal called charismatic disappointing high riveting brutal hero big-budget disappointing senseless fast-moving uneven bloody absorbing act confused trite picaresque third-rate oddball
Reviewer C	2	expect emotion oddball fast-moving oddball wacky matter know people first slow will dramatic overcome just joke wacky sentimental know romantic wacky picaresque slow tender wacky hilarious wacky slow fantasy big-budget static sentimental wacky fantasy emotion people romantic big-budget wacky keep big-budget picaresque serious uneven tone oddball will wacky funny romantic far feature act know serious suspenseful wacky picaresque low-budget romantic interaction silly fantasy oddball wacky fantasy satirical violent cruise wasn wacky high satirical far small wacky emotion get imaginative richard oddball picaresque will first close still expect big-budget wacky james act event slow tone get satirical tone tv big-budget event suspenseful comical act suspenseful silly heart romantic romantic sentimental shocking overcome sentimental oddball high james big-budget serious uneven high intense comical dramatic tone big-budget hero compelling wasn tender picaresque feature tv tv first funny dramatic slow tale slow wacky emotion laugh imaginative just james will hilarious wacky far shocking expect static lack fantasy oddball comical confused high uneven romantic tone small dead event day-lewis expect oddball fast-moving juvenile violent big-budget keep dreadful charismatic plot lack imaginative senseless confused feature act small emotion aren interaction low-budget wacky fantasy confused unfortunately act wasn seen tired tender comical picaresque slow fast-moving far tv slow slow first serious compelling dramatic really wacky new wacky fantasy new static shocking low-budget wacky find unfortunately suspenseful explosion high tone confused big-budget slow emotion sentimental low-budget fantasy tone oddball big-budget compelling will wacky wacky feature senseless small romantic comical romantic seem low-budget picaresque hero seem picaresque james aren uneven really expect act compelling confused fantasy eye hilarious little suspenseful tv new tv seen small dramatic romantic disgusting slow distasteful oddball silly tired day-lewis comical big-budget wacky close big-budget big-budget third-rate oddball really dramatic dark picaresque fantasy get suspenseful wacky wasn satirical picaresque expect shocking oddball
Reviewer A	10	legendary legendary clever style genre juvenile enjoyable powerful intriguing pleasant overcome low-budget important pleasant legendary called intriguing emotional first-rate intriguing love original pleasant outdated hilarious emotional will charismatic absorbing boring legendary uproarious disappointing clever charming charismatic outdated present powerful unpretentious fast charismatic original boring hilarious pleasant certainly charismatic charismatic dialogue satirical low-budget absorbing slapstick powerful intriguing absorbing enjoyable hilarious charming tender charming stunning pleasant disappointing absorbing second-rate emotional predictable tender present murphy sensitive charming charismatic first-rate stunning unpretentious charming absorbing cliche enjoyable explosion uproarious scary single bland original enjoyable dramatic clever tender imaginative fascinating final full single charming get comical stunning fascinating violent uproarious riveting tender intriguing low-budget powerful violent riveting intriguing clever light heart-pounding imaginative tender powerful first charming low-budget fascinating dark hilarious hilarious sensitive people boring insightful comical genre original cliche heart-pounding powerful sensitive intriguing feature dramatic enjoyable enjoyable insightful fast boring stunning feature whole charismatic uproarious uproarious dramatic picaresque senseless distasteful charming clever imaginative enjoyable tender powerful absorbing tender cliche enjoyable shot important boring fascinating charismatic enjoyable imaginative fascinating insightful tender first-rate slapstick satirical imaginative charming riveting keep shot original genre charismatic stupid charismatic original first fascinating original intriguing charming dramatic satirical comical clever fascinating riveting clever enjoyable powerful around first sensitive fascinating enjoyable insightful enjoyable imaginative enjoyable around stupid imaginative comical fascinating uproarious absorbing powerful riveting hilarious predictable present imaginative dramatic hilarious powerful imaginative hilarious low-budget powerful fascinating seems dramatic fascinating ve present pleasant enjoyable little low-budget charismatic oddball full first enjoyable legendary tender powerful act fascinating intriguing original light dramatic
Reviewer C	7	moronic moronic won tv stupid juvenile act outdated outdated close close suspenseful fantasy will stupid juvenile feature called boring fascinating juvenile act written confused boring whole second-rate first static mine moving uninteresting le biopic outdated violent know challenge legendary dark eye emotion low-budget called tv eye legendary full bloody uproarious senseless bloody dead tender fast imaginative uproarious find uneven mystery tired tv wacky fast fantasy uninteresting present third-rate low-budget weak weak slapstick third-rate low-budget serious bland richard ordinary uneven uneven imaginative bloody dramatic dramatic called brutal static music pleasant weak bloody heart-pounding weak stupid uneven brutal low-budget outdated second-rate second-rate third-rate scary really slapstick ordinary original shyamalan first-rate day-lewis biopic stupid juvenile dreadful riveting dark uproarious fascinating outdated moving people stupid weak silly compelling bloody moving trite cliche wacky present juvenile enjoyable charismatic richard romantic bloody imaginative senseless event
Reviewer B	10	insightful charming absorbing present intriguing sensitive present final imaginative powerful charismatic uproarious dramatic comical legendary genre tender oddball riveting charismatic moving dramatic enjoyable powerful riveting ve intriguing imaginative act tender legendary first-rate ve insightful legendary clever hilarious second-rate second-rate tale enjoyable full predictable love first-rate imaginative sensitive disappointing know pleasant body final brutal hilarious enjoyable silly original ve compelling clever get hilarious enjoyable imaginative intriguing intriguing sensitive intriguing legendary absorbing heart-pounding dramatic nudity outdated fascinating absorbing distasteful unpretentious enjoyable shyamalan just powerful just first-rate original tender tender get intriguing sensitive fascinating overcome final intriguing distasteful insightful stupid first-rate cliche legendary dreadful clever charming cliche enjoyable cliche stunning explosion powerful comical life charismatic stunning body clever intriguing enjoyable distasteful pleasant original low-budget insightful pleasant ve powerful original insightful charming genre nudity enjoyable insightful stupid life eye around enjoyable pleasant charming uproarious pleasant legendary fantasy sensitive uproarious intriguing shot sensitive enjoyable comical intriguing fascinating weak dramatic comical tender distasteful wacky genre sensitive riveting present tired imaginative legendary intriguing uproarious boring uproarious powerful tender clever clever compelling visuals powerful original shot legendary james disgusting comical heart-pounding comical comical intriguing get single tender intriguing uproarious stunning heart-pounding written full nudity powerful legendary explosion dramatic tender senseless clever first uninteresting tender tender fascinating shot comical compelling stupid charismatic stunning third-rate intriguing riveting predictable legendary pleasant hilarious tender intriguing imaginative fast-moving first-rate tender legendary high intriguing low-budget tender powerful dramatic imaginative clever legendary charismatic hard fast disappointing cliche comical comical imaginative original tender comical
Reviewer C	2	shocking picaresque small satirical picaresque tv satirical romantic dramatic comical expect picaresque got wacky dramatic tender lack feature tv picaresque present third-rate hilarious will hero big-budget called picaresque really wasn unfortunately sentimental event first act romantic uneven sentimental shocking picaresque comical effort wacky fantasy boring romantic called small expect satirical fantasy slow plot wacky picaresque small romantic feature low-budget james small feature small pleasant fantasy satirical unfortunately dreadful get feature wacky compelling suspenseful sentimental dramatic will disappointing find dramatic romantic fast-moving funny hilarious silly fantasy explosion act wacky comical feature high confused low-budget wasn oddball seem lack high suspenseful tv boring low-budget day-lewis picaresque juvenile challenge tension fantasy hero dreadful dark suspenseful oddball disappointing romantic full low-budget unfortunately tone james comical wacky day-lewis confused dreadful interaction satirical fantasy oddball tv low-budget suspenseful james tender first fast-moving tv boring low-budget oddball fantasy unfortunately satirical emotion compelling fantasy will uneven sentimental high fantasy weak plot wacky interaction act fantasy wacky wacky sentimental fantasy got picaresque fascinating distasteful expect oddball small hero suspenseful fast-moving serious oddball oddball boring oddball brutal oddball sentimental enjoyable wacky confused oddball will slow dramatic dreadful tone slow james weak suspenseful tone emotion tone sentimental tired emotion heart compelling wacky fantasy fast-moving plot wacky compelling picaresque stupid fast-moving unfortunately suspenseful hero wacky seem brutal absorbing will
Reviewer C	2	senseless full sentimental love oddball wacky fantasy dramatic event slow dramatic big-budget sentimental explosion wacky dramatic fast-moving romantic tone fantasy new fast-moving always love oddball comical senseless really heart james fast-moving fantasy stunning dramatic wacky will hilarious compelling act tender challenge fast-moving small heart slow will tv wacky find tale unfortunately shocking romantic serious uneven fantasy lack wasn seem day-lewis eye picaresque fantasy picaresque aren shocking really sentimental bland second-rate hero get plot emotion lack hero suspenseful satirical oddball romantic wacky ordinary tone low-budget fast-moving romantic fantasy act fantasy fantasy satirical act fast tale fantasy unfortunately tone fantasy day-lewis expect sentimental unfortunately fast-moving event fantasy tender nearly emotional comical dreadful tone feature shocking enjoyable charming heart-pounding seems dreadful james tv dramatic uninteresting event hero low-budget feature act oddball big-budget nearly big-budget picaresque compelling
Reviewer C	1	suspenseful just big-budget romantic fantasy picaresque hilarious picaresque find wacky dreadful fascinating keep present picaresque james fantasy satirical big-budget style tone senseless picaresque satirical low-budget serious high satirical really oddball unfortunately serious slow satirical fast-moving oddball serious expect slow satirical suspenseful feature overcome hilarious tender serious emotion expect oddball will seem james close aren wacky new picaresque far wacky sentimental wasn tv confused hero new wacky fantasy wacky fast-moving get plot tired plot act satirical fantasy hero sentimental third-rate got unfortunately first unfortunately wacky serious wacky dramatic oddball suspenseful slow fast-moving day-lewis james romantic fast-moving fantasy fantasy fantasy lack fantasy small get act james unfortunately far expect slow heart-pounding small people oddball unfortunately dramatic get comical fast-moving hilarious will find just hero picaresque picaresque oddball sentimental hero find comical fantasy act dreadful romantic unfortunately wacky fantasy far static suspenseful oddball james plot picaresque oddball feature fantasy slow picaresque slow first comical high big-budget fast-moving fantasy tv unfortunately close senseless fantasy fantasy act feature wacky wacky oddball wacky bland explosion oddball just oddball slow fast-moving emotion hour feature wacky low-budget event oddball get picaresque wacky interaction slow event suspenseful just dramatic james small compelling oddball certainly sentimental oddball dramatic wacky event wacky feature act big-budget tender fast-moving will intense wacky sentimental low-budget picaresque big-budget get uneven point oddball feature serious small big-budget compelling dark low-budget low-budget
Reviewer C	10	moment absorbing tender dialogue expect fascinating wacky pleasant clever james love cliche confused charming powerful powerful imaginative present sensitive full riveting fascinating tender eye riveting clever disappointing seen absorbing first uproarious charismatic absorbing enjoyable uproarious fascinating powerful first uneven dramatic first-rate stunning static hilarious cliche imaginative murphy legendary enjoyable charismatic dramatic fascinating called heart present uproarious original distasteful cliche shot clever powerful fascinating tender uproarious low-budget genre legendary heart-pounding tender insightful charming final overcome original emotion legendary dramatic hilarious enjoyable approach clever powerful original unpretentious dramatic charming intriguing absorbing challenge legendary fascinating disgusting pleasant fascinating outdated powerful sensitive hero stunning compelling high tender powerful clever legendary charismatic uneven fast explosion shot charismatic stupid single shot tender emotional overcome overcome romantic riveting first clever hilarious powerful boring fast-moving wacky get murphy tender heart cliche powerful low-budget first-rate intriguing pleasant first present distasteful big-budget fascinating second-rate outdated tender charming legendary charismatic full act intriguing tender powerful james get uneven charming important hilarious sensitive high comical first-rate comical tender get will uneven legendary love final original boring tender legendary mean distasteful tv stunning charismatic intriguing act riveting full romantic powerful won uproarious present ve music tender powerful clever imaginative keep original hilarious legendary legendary pleasant powerful distasteful intriguing wacky charismatic fascinating first tender first-rate legendary intriguing powerful powerful original boring stunning powerful original insightful won far slapstick original tender low-budget music scary tender serious first-rate satirical locations original powerful insightful riveting cliche enjoyable insightful comical full sentimental powerful charismatic legendary riveting powerful powerful legendary picaresque charming uproarious legendary first-rate wacky powerful charming fantasy stunning charismatic first powerful original tender riveting heart-pounding clever low-budget original genre challenge
Reviewer C	3	disappointing uninteresting slow wacky violent fast-moving seem boring oddball certainly picaresque brutal riveting riveting suspenseful romantic shyamalan lack picaresque romantic dreadful hero oddball first unfortunately close powerful fast-moving satirical senseless stupid fast-moving slow stupid cliche compelling funny fast-moving confused fast-moving tv wacky comical oddball will hilarious close day-lewis tv present emotion fantasy get imaginative riveting single senseless insightful fantasy juvenile juvenile present trite uneven big-budget act know senseless tired big-budget small dramatic fantasy fantasy just mine dramatic brutal picaresque dreadful high dramatic satirical called brutal event low-budget fantasy clever just small static silly static unfortunately lack wacky plot senseless boring dramatic outdated disappointing tv romantic wacky tone plot fascinating hilarious absorbing sentimental stupid just sentimental first comical heart-pounding tender serious people emotion big-budget slow high tv lack tv act dreadful juvenile uneven wacky outdated disgusting sentimental original romantic oddball fantasy biopic tone close full james disappointing uneven intense third-rate tone senseless fast-moving powerful enjoyable dark romantic serious fast-moving called distasteful oddball sentimental heart-pounding big-budget stupid wacky charming lack disappointing oddball fascinating distasteful hilarious hero boring violent expect will outdated wacky fascinating boring feature know know charismatic overcome slow genre wacky big-budget act bloody small second-rate big-budget will wacky clever tone big-budget get fast-moving small serious will james wacky will day-lewis brutal funny suspenseful people senseless really will comical disappointing violence slow uneven comical close senseless wacky wacky senseless trite uneven big-budget seem moment picaresque aren uneven uneven wacky lack comical pleasant slow uninteresting dreadful fantasy oddball big-budget disappointing disappointing slow picaresque tender tv stupid third-rate slow small fantasy uneven sentimental high series wacky bland outdated satirical hilarious romantic uneven juvenile bloody shyamalan small moronic unfortunately uneven picaresque fantasy hero picaresque hero fantasy violent wacky fantasy uneven hero feature emotion get fast-moving fantasy disappointing fast-moving emotion suspenseful fantasy compelling oddball imaginative expect violent picaresque picaresque suspenseful shocking cliche fantasy violent trite will bloody static legendary outdated imaginative high tv picaresque romantic slow fascinating stupid riveting stunning suspenseful richard boring small tone insightful interaction
Reviewer B	3	fast-moving always tv picaresque imaginative far fantasy will expect big-budget dramatic shocking clever sentimental unfortunately moving high suspenseful romantic seems fantasy fast-moving high comical picaresque expect funny intense weak oddball just oddball compelling charismatic bloody oddball first oddball le expect suspenseful imaginative will fantasy picaresque confused comical compelling riveting overcome people static satirical picaresque unfortunately wacky satirical keep comical senseless james picaresque lack fascinating slow bland third-rate fantasy get disappointing unfortunately boring picaresque oddball wacky explosion pleasant suspenseful hero will stupid charming personal suspenseful lack oddball serious predictable present wacky fast-moving distasteful big-budget intense high fantasy violence tv bloody plot trite fast-moving predictable emotion fantasy legendary event outdated picaresque suspenseful dreadful romantic hero really charming explosion disappointing fascinating disappointing picaresque hero stunning fast-moving fantasy satirical big-budget fast-moving disgusting senseless present fantasy will picaresque unfortunately james original close unfortunately big-budget will bloody satirical dramatic quality feature fast-moving romantic juvenile wacky single comical unfortunately dramatic imaginative hero fascinating oddball close wacky romantic
Reviewer C	8	satirical present tender fascinating will nearly fantasy absorbing will lead tired dreadful insightful tender serious slow dramatic charismatic dramatic intriguing low-budget character enjoyable legendary explosion sentimental full compelling really first outdated act will charming stunning oddball legendary picaresque joke romantic small charismatic fantasy dramatic will get insightful unpretentious feature comical overcome sentimental explosion stupid hilarious fantasy stupid cliche hilarious fascinating sensitive tender serious bloody picaresque called legendary pleasant full fascinating comical slow charismatic oddball feature comical will know picaresque wacky hero act expect lot tender legendary clever aren richard seems hilarious picaresque fantasy oddball find boring day-lewis wasn clever unfortunately plot sentimental juvenile question legendary disappointing trite full intriguing get uneven comical wacky tender imaginative romantic boring romantic expect act will confused bloody satirical expect tired suspenseful bloody certainly boring outdated riveting serious enjoyable light funny picaresque disgusting powerful imaginative tired overcome heart-pounding distasteful far know dreadful low-budget enjoyable expect imaginative fantasy tv get satirical first suspenseful hero fast-moving sentimental heart-pounding uneven fantasy genre picaresque satirical legendary enjoyable genre act seem sentimental james oddball plot clever low-budget dramatic suspenseful comical violent charming satirical tender intriguing oddball low-budget tv tender big-budget satirical boring find tender joke outdated genre won heart romantic high cliche act insightful fascinating uproarious clever powerful uproarious tired suspenseful will feature charming approach tender moment dramatic full first-rate day-lewis present clever heart-pounding little tender serious enjoyable dramatic pleasant uproarious get tired challenge cliche legendary long tender dreadful big-budget intriguing outdated fantasy first-rate juvenile second-rate around aren enjoyable intriguing satirical enjoyable slow small ever absorbing uproarious original picaresque clever uneven legendary wacky plot tender dramatic senseless heart-pounding slow imaginative oddball hero powerful picaresque small heart-pounding oddball pleasant dramatic juvenile just sentimental sentimental act brutal comical hilarious clever hilarious sensitive sentimental cliche lack high intense pleasant absorbing wasn murphy disappointing intriguing charismatic series picaresque slow third-rate intriguing enjoyable low-budget powerful enjoyable
Reviewer C	3	powerful dramatic senseless predictable bloody original predictable static far second-rate satirical bland imaginative uproarious shyamalan sentimental bland oddball third-rate get low-budget emotion weak romantic fast-moving low-budget predictable music ordinary boring emotion first shocking bland static wacky violent shyamalan tender wacky static cruise boring body full people wacky fast-moving tv tired satirical get intriguing sentimental suspenseful cliche fantasy senseless uninteresting lack body fast-moving tired tired picaresque written silly really uninteresting second-rate outdated bloody brutal comical weak disappointing weak far fast-moving disappointing dramatic small dramatic fast-moving cliche wasn oddball stupid outdated find wacky cruise disappointing wacky full dreadful brutal bland cliche boring small stupid hard big-budget juvenile suspenseful character violent unpretentious first act event act know shocking fantasy wacky dramatic act plot uneven confused fast-moving juvenile static clever absorbing fantasy second-rate senseless hilarious enjoyable romantic full trite high small weak romantic low-budget satirical second-rate wacky tired overcome shocking static sentimental boring dramatic romantic overcome called static outdated keep event absorbing dead wasn juvenile unfortunately weak charismatic love bloody tone oddball outdated dark cliche boring compelling insightful dreadful powerful pleasant unfortunately tender fantasy third-rate big-budget dramatic romantic new boring first-rate stupid big-budget juvenile boring sentimental weak satirical small high bland suspenseful picaresque senseless richard ve wacky static uneven confused challenge picaresque lack human static intense hour expect fast-moving bloody brutal serious predictable ordinary feature big-budget fantasy insightful oddball violent serious hero tender second-rate expect fantasy cliche plot small fantasy confused fantasy whole imaginative fast-moving fantasy hilarious plot dramatic biopic third-rate wacky second-rate dreadful heart-pounding compelling outdated fascinating predictable hilarious absorbing seems sensitive fantasy disappointing funny big-budget brutal disgusting confused first people oddball certainly dramatic tender will disappointing second-rate cliche bloody first static static plot tone bland first biopic nudity confused wacky distasteful outdated disappointing stupid new oddball viewer
Reviewer C	9	shot stunning imaginative original low-budget final absorbing around act disappointing third-rate romantic certainly legendary charming tender ordinary intriguing tender outdated uneven hilarious charming original enjoyable clever stunning powerful uneven ordinary genre dramatic get uproarious legendary insightful slow slapstick called shot dramatic tender intriguing outdated will tender senseless nudity charismatic imaginative absorbing single pleasant absorbing distasteful shot enjoyable big-budget first-rate powerful joke outdated weak written original ve overcome intriguing boring single legendary hilarious get moment riveting final intriguing charismatic hero original intriguing powerful disappointing legendary challenge charming present hero charming third-rate hilarious music absorbing full dramatic pleasant called enjoyable music first-rate powerful fascinating legendary genre genre outdated riveting fascinating low-budget stunning intriguing stunning around first-rate life fast get locations wacky original legendary outdated stunning first-rate love love legendary legendary clever legendary stunning juvenile love body love powerful uproarious satirical imaginative powerful powerful second-rate approach charming imaginative fascinating legendary fascinating tender original sensitive nearly legendary called tender tv final unpretentious imaginative powerful original clever explosion light absorbing comical picaresque stunning ve slapstick low-budget powerful absorbing second-rate low-budget tender intriguing outdated bloody moment charming charismatic important fascinating intriguing charming fascinating emotion dramatic romantic intriguing second-rate nudity compelling seems disappointing first original around final fascinating powerful stunning hilarious seem small get legendary hilarious final won powerful uproarious powerful nudity static act slapstick fascinating charismatic enjoyable genre riveting will fascinating ordinary genre shot powerful second-rate uproarious tender tender clever brutal pleasant heart-pounding original pleasant absorbing tender uproarious enjoyable joke slapstick stupid cliche get slapstick first violent body will second-rate final absorbing powerful cliche charming heart-pounding comical charismatic fascinating absorbing powerful charismatic stunning fascinating shot tender dramatic outdated dramatic picaresque fascinating close sensitive love tv original dramatic charismatic called
Reviewer C	2	weak third-rate bland uninteresting disappointing low-budget event close violent third-rate bloody seems legendary shocking second-rate second-rate uninteresting brutal genre intriguing cliche boring heart-pounding shocking event high weak brutal third-rate imaginative cliche will interaction silly will bland boy tender dramatic biopic cliche senseless cliche fascinating low-budget challenge brutal violent challenge ordinary dramatic outdated biopic violent dramatic moving will third-rate uneven body will bloody disappointing senseless outdated uneven close static boring mystery fantasy bloody bland bloody moment confused heart-pounding matter predictable static bloody brutal going dreadful called find uneven fast-moving enjoyable disappointing bland tired outdated close disappointing ordinary brutal seems ordinary bloody weak outdated charming fascinating tale day-lewis predictable senseless challenge picaresque bland uneven predictable ve get tv violent hero senseless challenge outdated senseless senseless intriguing matter cruise hard brutal predictable sensitive silly unfortunately fascinating senseless mystery static third-rate ordinary small trite stupid satire matter juvenile juvenile suspenseful disgusting brutal picaresque uneven matter second-rate silly uninteresting intriguing mystery bloody violent richard violent second-rate silly unfortunately silly disgusting richard uneven fantasy sensitive second-rate static bland third-rate bloody love static senseless enjoyable disappointing mine biopic third-rate violent find cliche far cliche static second-rate bloody tired third-rate imaginative third-rate trite brutal predictable weak boring pleasant moronic second-rate dark brutal bloody wacky second-rate senseless romantic stupid cliche tired brutal act uneven third-rate insightful explosion weak cliche event know uninteresting cliche outdated bloody tired drama tired absorbing second-rate
